local_year_month,Unnamed: 0,V1,station_id,B1,B2,B3,B4,B5,id,organization,region,local,lat,long,date,chla,tss,secchi,acdom440,predicted
Acai_2014_04,1,1,Acai_04_2014_Ponto_01,0.005442445448864,0.0073776650236371,0.013695703504549,0.0156613114753593,0.0030406328952075,40,LabISA-INPE,AMZ,Acai,-1.9452,-55.5937,2014-04-12,2.75,16.0,0.6,,0.6584066
Acai_2014_04,2,2,Acai_04_2014_Ponto_02,0.0047241052034213,0.0065022037580762,0.012419880375022,0.0146699278745843,0.0019944260563722,40,LabISA-INPE,AMZ,Acai,-1.948,-55.5834,2014-04-12,3.47,14.0,0.6,,0.6014329
Acai_2014_04,3,3,Acai_04_2014_Ponto_03,0.0066635266646137,0.0085562360309186,0.0152935947650797,0.0179410827333581,0.0034387198815939,40,LabISA-INPE,AMZ,Acai,-1.9497,-55.5723,2014-04-12,2.39,11.75,0.6,,0.58650035
BuaBua_2016_08,16,4038,BuaBua_07_2016_Ponto_01,0.0031827192751723,0.0035207243276325,0.0047572918413927,0.0044344731259727,0.0007751796255137,92,LabISA-INPE,AMZ,BuaBua,-2.88453,-64.9766,2016-08-01,6.41,6.7145,1.6,2.99,1.5122865
BuaBua_2016_08,17,4039,BuaBua_07_2016_Ponto_01_R,0.0015747469989963,0.0017869269933096,0.0026764912523141,0.0022374969966667,0.0003200366386727,92,LabISA-INPE,AMZ,BuaBua,-2.88467,-64.9762,2016-08-13,19.325,5.0,1.6,2.39,2.053698
BuaBua_2016_08,18,4040,BuaBua_07_2016_Ponto_02,0.0023354862260226,0.0026102613776104,0.0035504196782232,0.0031158547174089,0.0001267756863779,92,LabISA-INPE,AMZ,BuaBua,-2.90015,-64.986,2016-08-01,2.66,5.5715,1.9,2.83,1.5531354
BuaBua_2016_08,19,4041,BuaBua_07_2016_Ponto_02_R,0.0020481232213646,0.0021701191397321,0.0029708488641476,0.0027101163785436,0.0005152108617048,92,LabISA-INPE,AMZ,BuaBua,-2.89962,-64.986,2016-08-13,12.87,3.4285,1.5,2.34,1.5098
BuaBua_2016_08,21,4043,BuaBua_07_2016_Ponto_03_R,0.0015370808923218,0.0016979789503126,0.0024356579548456,0.002126901199648,0.000301402170593,92,LabISA-INPE,AMZ,BuaBua,-2.90046,-64.9744,2016-08-13,8.09,3.714,1.7,2.31,1.90278
BuaBua_2016_08,22,4044,BuaBua_07_2016_Ponto_04,0.0027241184539117,0.0029934531345588,0.0040530944628006,0.0034326416678254,5.56354757758568e-05,92,LabISA-INPE,AMZ,BuaBua,-2.89226,-64.9801,2016-08-01,3.625,5.714,2.0,3.06,1.6031089
BuaBua_2016_08,23,4045,BuaBua_07_2016_Ponto_04_R,0.0020443273776697,0.002279651509377,0.0032399394699902,0.0028237615468084,0.0004091847001598,92,LabISA-INPE,AMZ,BuaBua,-2.8924,-64.9806,2016-08-17,10.63,4.0,1.8,2.93,1.729481
