local_year_month,Unnamed: 0,station_id,V1,organization,region,local,lat,long,date,chla,tss,secchi_m,acdom440,OWT,Rrs443,Rrs483,Rrs561,Rrs655,Rrs850,predicted
Nechad_Matchups_North_Sea_2009_08,1,AGID_1000,7,NAN,Indonesia,Nechad_Matchups_North_Sea,-0.88906,117.483,2009-08-20,18.7,132.0,0.15,,7.0,0.0074824778707427,0.0108778231948608,0.0209683222846722,0.0216370186497187,0.003706604983306,0.48956978
Nechad_Matchups_North_Sea_2009_08,2,AGID_1001,8,NAN,Indonesia,Nechad_Matchups_North_Sea,-0.83303,117.521,2009-08-25,6.3,52.0,0.2,,7.0,0.0082630265783076,0.0123748992263685,0.0235188024992348,0.0255039016674544,0.0047127092381887,0.43357274
Nechad_Matchups_North_Sea_2009_08,3,AGID_1002,9,NAN,Indonesia,Nechad_Matchups_North_Sea,-0.82403,117.511,2009-08-25,7.5,90.0,0.3,,7.0,0.0094254536265423,0.0134675120560751,0.0243245954042263,0.0235127740174715,0.0030542492987106,0.48071235
Nechad_Matchups_North_Sea_2009_08,4,AGID_1003,10,NAN,Indonesia,Nechad_Matchups_North_Sea,-0.81375,117.498,2009-08-25,9.6,92.0,0.3,,7.0,0.0071045947299037,0.0111473315072617,0.0222397077785239,0.0219311417738177,0.002197806114034,0.4821675
Nechad_Matchups_North_Sea_2009_08,5,AGID_1004,11,NAN,Indonesia,Nechad_Matchups_North_Sea,-0.80692,117.488,2009-08-25,6.7,32.0,0.25,,7.0,0.0071606017639021,0.011298686366529,0.0225078072592071,0.0224373358123341,0.0021553614024444,0.47404087
Nechad_Matchups_North_Sea_2009_08,6,AGID_1005,12,NAN,Indonesia,Nechad_Matchups_North_Sea,-0.79433,117.468,2009-08-25,5.8,22.0,0.3,,7.0,0.0064383928917426,0.0103114599577605,0.021030352795833,0.0199576060860791,0.0015181827735692,0.5040319
Nechad_Matchups_North_Sea_2009_08,7,AGID_1006,13,NAN,Indonesia,Nechad_Matchups_North_Sea,-0.78597,117.451,2009-08-25,3.2,18.0,0.5,,7.0,0.0066733822651198,0.0107326526318717,0.0220234215329613,0.0216927631039138,0.0015396229605293,0.47067264
Nechad_Matchups_North_Sea_2009_08,8,AGID_1007,14,NAN,Indonesia,Nechad_Matchups_North_Sea,-0.74111,117.399,2009-08-25,5.0,38.0,0.15,,7.0,0.0091309298713302,0.0139884779032053,0.0298503535123279,0.0348434804606693,0.0048834889934934,0.3115074
Nechad_Matchups_North_Sea_2009_08,9,AGID_1008,15,NAN,Indonesia,Nechad_Matchups_North_Sea,-0.67964,117.38,2009-08-25,11.5,58.0,0.1,,7.0,0.0092394677403331,0.013747465904278,0.0286907712777469,0.036342562836609,0.0101187668302578,0.29578608
Nechad_Matchups_North_Sea_2009_08,10,AGID_1009,16,NAN,Indonesia,Nechad_Matchups_North_Sea,-0.63969,117.347,2009-08-25,9.6,66.0,0.1,,7.0,0.0085801796410876,0.012766645414116,0.0264777197231312,0.0330554155607469,0.0079228486737968,0.3054853
