local_year_month,organization,Unnamed: 0,id,region,local,lat,long,date,chla,tss,secchi,acdom440,B1,B2,B3,B4,green_blue,green_red,station_id,organization.1,predicted
Acai_2014_04,LabISA-INPE,1,40,AMZ,Acai,-1.9452,-55.5937,2014-04-12,2.75,16.0,0.6,,0.0076276073840959,0.0139631511579223,0.0155557383703653,0.0042559028102058,1.8306069590100371,0.8976205966875231,Acai_04_2014_Ponto_01,LabISA-INPE,0.5832213
Acai_2014_04,LabISA-INPE,2,40,AMZ,Acai,-1.948,-55.5834,2014-04-12,3.47,14.0,0.6,,0.0067322247093743,0.0127361516324464,0.0144947210151674,0.0033830685707274,1.8918191507648163,0.8786751824418823,Acai_04_2014_Ponto_02,LabISA-INPE,0.57451427
Acai_2014_04,LabISA-INPE,3,40,AMZ,Acai,-1.9497,-55.5723,2014-04-12,2.39,11.75,0.6,,0.0088209776814038,0.0156506889388945,0.017733102058217,0.0049111989355719,1.7742578548734969,0.8825691572469369,Acai_04_2014_Ponto_03,LabISA-INPE,0.5207244
Branco_2019_08,LabISA-INPE,11,63,AMZ,Branco,-4.722,-66.68,2019-08-20,,,1.03,,0.0066876931032272,0.0094827301118027,0.0082334792346724,0.0025703848188439,1.4179373911800368,1.1517281870183775,Branco_08_2019_Ponto_01,LabISA-INPE,0.6541817
Branco_2019_08,LabISA-INPE,12,63,AMZ,Branco,-4.725,-66.68,2019-08-20,,,0.96,,0.0058367527490228,0.0084365285845366,0.0071747215683885,0.0021939999720152,1.445414761820956,1.1758684297530884,Branco_08_2019_Ponto_02,LabISA-INPE,0.7112429
Branco_2019_08,LabISA-INPE,13,63,AMZ,Branco,-4.727,-66.68,2019-08-20,,,0.27,,0.0057977084691844,0.0087038563045477,0.0074743945135817,0.0024168337801935,1.501258014405151,1.164489817701213,Branco_08_2019_Ponto_03,LabISA-INPE,0.6712369
BuaBua_2015_07,LabISA-INPE,14,88,AMZ,BuaBua,-2.88411,-64.9763,2015-07-10,0.30455,2.3,1.82,1.25,0.0045644093870758,0.00750575975919,0.0071239725357447,0.0009743054010572,1.6444098507996852,1.0535918999588605,BuaBua_07_2015_Ponto_01,LabISA-INPE,0.7767991
BuaBua_2015_07,LabISA-INPE,15,88,AMZ,BuaBua,-2.89961,-64.9853,2015-07-10,0.37,1.6,1.9,1.37,0.0052726053477652,0.0072160997184728,0.0065319102155011,0.0012251886213174,1.3686022834102978,1.1047456992516562,BuaBua_07_2015_Ponto_02,LabISA-INPE,0.7363417
BuaBua_2015_07,LabISA-INPE,16,88,AMZ,BuaBua,-2.90084,-64.975,2015-07-10,0.593167,4.9,1.85,1.33,0.0050265052518028,0.0073122156220698,0.006703771869881,0.0010244832695285,1.4547315193686927,1.0907614047731014,BuaBua_07_2015_Ponto_03,LabISA-INPE,0.73917925
BuaBua_2016_08,LabISA-INPE,17,92,AMZ,BuaBua,-2.88453,-64.9766,2016-08-01,6.41,6.7145,1.6,2.99,0.0035691624942334,0.004726240280384,0.0045714322899869,0.0011582555601354,1.324187477600154,1.033864220353036,BuaBua_07_2016_Ponto_01,LabISA-INPE,1.170768
BuaBua_2016_08,LabISA-INPE,18,92,AMZ,BuaBua,-2.88467,-64.9762,2016-08-13,19.325,5.0,1.6,2.39,0.0018255129051762,0.0026427276750147,0.002402027184068,0.0004952794424288,1.4476631019815345,1.1002072301859036,BuaBua_07_2016_Ponto_01_R,LabISA-INPE,1.9956648
BuaBua_2016_08,LabISA-INPE,19,92,AMZ,BuaBua,-2.90015,-64.986,2016-08-01,2.66,5.5715,1.9,2.83,0.0026475941447102,0.0034989535632478,0.0032440643537856,0.0004601293891126,1.321559639432874,1.078570947325617,BuaBua_07_2016_Ponto_02,LabISA-INPE,1.4891617
BuaBua_2016_08,LabISA-INPE,20,92,AMZ,BuaBua,-2.89962,-64.986,2016-08-13,12.87,3.4285,1.5,2.34,0.0022002904761063,0.002950664516127,0.0028251589138648,0.0007237428195307,1.3410340808039969,1.044424262878193,BuaBua_07_2016_Ponto_02_R,LabISA-INPE,1.6773509
BuaBua_2016_07,LabISA-INPE,21,92,AMZ,BuaBua,-2.90153,-64.9751,2016-07-30,4.745,12.713,1.7,3.2,0.0024839289355106,0.003790353612046,0.0037307945267167,0.0005581152947988,1.5259509069919708,1.0159641826701495,BuaBua_07_2016_Ponto_03,LabISA-INPE,1.5049188
BuaBua_2016_08,LabISA-INPE,22,92,AMZ,BuaBua,-2.90046,-64.9744,2016-08-13,8.09,3.714,1.7,2.31,0.0017281456332986,0.0024098778470345,0.0022416931630548,0.0004530648027023,1.3944877101790565,1.0750257380231787,BuaBua_07_2016_Ponto_03_R,LabISA-INPE,1.9643067
BuaBua_2016_08,LabISA-INPE,23,92,AMZ,BuaBua,-2.89226,-64.9801,2016-08-01,3.625,5.714,2.0,3.06,0.0030341484969668,0.0039826055219193,0.0036131952721965,0.0003783335623115,1.312594135026898,1.1022392154017824,BuaBua_07_2016_Ponto_04,LabISA-INPE,1.3559122
BuaBua_2016_08,LabISA-INPE,24,92,AMZ,BuaBua,-2.8924,-64.9806,2016-08-17,10.63,4.0,1.8,2.93,0.0023197089760664,0.003203282733366,0.0029780617116049,0.0006039308268757,1.380898537883792,1.0756267141421076,BuaBua_07_2016_Ponto_04_R,LabISA-INPE,1.6821702
BuaBua_2016_07,LabISA-INPE,25,92,AMZ,BuaBua,-2.89609,-64.9777,2016-07-30,2.35,4.857,1.8,2.8,0.0022634970055951,0.0031473469833431,0.0029860414783478,0.0004408053758289,1.3904798528839342,1.054019847401635,BuaBua_07_2016_Ponto_05,LabISA-INPE,1.703747
BuaBua_2016_08,LabISA-INPE,26,92,AMZ,BuaBua,-2.8959,-64.9779,2016-08-17,5.51,4.5555,2.0,2.77,0.0019760091990947,0.002813727364298,0.0025901844997891,0.0004988674210235,1.4239444662439311,1.0863038384049868,BuaBua_07_2016_Ponto_05_R,LabISA-INPE,1.9231956
BuaBua_2016_07,LabISA-INPE,27,92,AMZ,BuaBua,-2.88943,-64.976,2016-07-30,8.995,5.143,1.6,3.16,0.0025879701176386,0.0035578407422494,0.0033691252259381,0.0002616006842662,1.374761137310102,1.056013209262281,BuaBua_07_2016_Ponto_06,LabISA-INPE,1.5196424
